PumpedStorageCharging_index_1,PumpedStorageCharging_index_2,PumpedStorageCharging
Lake_Wilson,2007011200,1.0
Lake_Wilson,2007011202,1.0
Lake_Wilson,2007011204,1.0
Lake_Wilson,2007011206,1.0
Lake_Wilson,2007011208,1.0
Lake_Wilson,2007011210,1.0
Lake_Wilson,2007011212,1.0
Lake_Wilson,2007011214,1.0
Lake_Wilson,2007011216,1.0
Lake_Wilson,2007011218,1.0
Lake_Wilson,2007011220,1.0
Lake_Wilson,2007011222,1.0
Lake_Wilson,2007011900,1.0
Lake_Wilson,2007011902,1.0
Lake_Wilson,2007011904,1.0
Lake_Wilson,2007011906,1.0
Lake_Wilson,2007011908,1.0
Lake_Wilson,2007011910,1.0
Lake_Wilson,2007011912,1.0
Lake_Wilson,2007011914,1.0
Lake_Wilson,2007011916,1.0
Lake_Wilson,2007011918,1.0
Lake_Wilson,2007011920,1.0
Lake_Wilson,2007011922,1.0
Lake_Wilson,2007021200,1.0
Lake_Wilson,2007021202,1.0
Lake_Wilson,2007021204,1.0
Lake_Wilson,2007021206,1.0
Lake_Wilson,2007021208,1.0
Lake_Wilson,2007021210,1.0
Lake_Wilson,2007021212,1.0
Lake_Wilson,2007021214,1.0
Lake_Wilson,2007021216,1.0
Lake_Wilson,2007021218,1.0
Lake_Wilson,2007021220,1.0
Lake_Wilson,2007021222,1.0
Lake_Wilson,2007050200,1.0
Lake_Wilson,2007050202,1.0
Lake_Wilson,2007050204,1.0
Lake_Wilson,2007050206,1.0
Lake_Wilson,2007050208,1.0
Lake_Wilson,2007050210,1.0
Lake_Wilson,2007050212,1.0
Lake_Wilson,2007050214,1.0
Lake_Wilson,2007050216,1.0
Lake_Wilson,2007050218,1.0
Lake_Wilson,2007050220,1.0
Lake_Wilson,2007050222,1.0
Lake_Wilson,2007092200,1.0
Lake_Wilson,2007092202,1.0
Lake_Wilson,2007092204,1.0
Lake_Wilson,2007092206,1.0
Lake_Wilson,2007092208,1.0
Lake_Wilson,2007092210,1.0
Lake_Wilson,2007092212,1.0
Lake_Wilson,2007092214,1.0
Lake_Wilson,2007092216,1.0
Lake_Wilson,2007092218,1.0
Lake_Wilson,2007092220,1.0
Lake_Wilson,2007092222,1.0
Lake_Wilson,2007102700,1.0
Lake_Wilson,2007102702,1.0
Lake_Wilson,2007102704,1.0
Lake_Wilson,2007102706,1.0
Lake_Wilson,2007102708,1.0
Lake_Wilson,2007102710,1.0
Lake_Wilson,2007102712,1.0
Lake_Wilson,2007102714,1.0
Lake_Wilson,2007102716,1.0
Lake_Wilson,2007102718,1.0
Lake_Wilson,2007102720,1.0
Lake_Wilson,2007102722,1.0
Lake_Wilson,2007121500,1.0
Lake_Wilson,2007121502,1.0
Lake_Wilson,2007121504,1.0
Lake_Wilson,2007121506,1.0
Lake_Wilson,2007121508,1.0
Lake_Wilson,2007121510,1.0
Lake_Wilson,2007121512,1.0
Lake_Wilson,2007121514,1.0
Lake_Wilson,2007121516,1.0
Lake_Wilson,2007121518,1.0
Lake_Wilson,2007121520,1.0
Lake_Wilson,2007121522,1.0
Lake_Wilson,2008022000,1.0
Lake_Wilson,2008022002,1.0
Lake_Wilson,2008022004,1.0
Lake_Wilson,2008022006,1.0
Lake_Wilson,2008022008,1.0
Lake_Wilson,2008022010,1.0
Lake_Wilson,2008022012,1.0
Lake_Wilson,2008022014,1.0
Lake_Wilson,2008022016,1.0
Lake_Wilson,2008022018,1.0
Lake_Wilson,2008022020,1.0
Lake_Wilson,2008022022,1.0
Lake_Wilson,2008041000,1.0
Lake_Wilson,2008041002,1.0
Lake_Wilson,2008041004,1.0
Lake_Wilson,2008041006,1.0
Lake_Wilson,2008041008,1.0
Lake_Wilson,2008041010,1.0
Lake_Wilson,2008041012,1.0
Lake_Wilson,2008041014,1.0
Lake_Wilson,2008041016,1.0
Lake_Wilson,2008041018,1.0
Lake_Wilson,2008041020,1.0
Lake_Wilson,2008041022,1.0
Lake_Wilson,2008061700,1.0
Lake_Wilson,2008061702,1.0
Lake_Wilson,2008061704,1.0
Lake_Wilson,2008061706,1.0
Lake_Wilson,2008061708,1.0
Lake_Wilson,2008061710,1.0
Lake_Wilson,2008061712,1.0
Lake_Wilson,2008061714,1.0
Lake_Wilson,2008061716,1.0
Lake_Wilson,2008061718,1.0
Lake_Wilson,2008061720,1.0
Lake_Wilson,2008061722,1.0
Lake_Wilson,2008081800,1.0
Lake_Wilson,2008081802,1.0
Lake_Wilson,2008081804,1.0
Lake_Wilson,2008081806,1.0
Lake_Wilson,2008081808,1.0
Lake_Wilson,2008081810,1.0
Lake_Wilson,2008081812,1.0
Lake_Wilson,2008081814,1.0
Lake_Wilson,2008081816,1.0
Lake_Wilson,2008081818,1.0
Lake_Wilson,2008081820,1.0
Lake_Wilson,2008081822,1.0
Lake_Wilson,2008091000,1.0
Lake_Wilson,2008091002,1.0
Lake_Wilson,2008091004,1.0
Lake_Wilson,2008091006,1.0
Lake_Wilson,2008091008,1.0
Lake_Wilson,2008091010,1.0
Lake_Wilson,2008091012,1.0
Lake_Wilson,2008091014,1.0
Lake_Wilson,2008091016,1.0
Lake_Wilson,2008091018,1.0
Lake_Wilson,2008091020,1.0
Lake_Wilson,2008091022,1.0
Lake_Wilson,2008112200,1.0
Lake_Wilson,2008112202,1.0
Lake_Wilson,2008112204,1.0
Lake_Wilson,2008112206,1.0
Lake_Wilson,2008112208,1.0
Lake_Wilson,2008112210,1.0
Lake_Wilson,2008112212,1.0
Lake_Wilson,2008112214,1.0
Lake_Wilson,2008112216,1.0
Lake_Wilson,2008112218,1.0
Lake_Wilson,2008112220,1.0
Lake_Wilson,2008112222,1.0
Lake_Wilson,2307011200,1.0
Lake_Wilson,2307011202,1.0
Lake_Wilson,2307011204,1.0
Lake_Wilson,2307011206,1.0
Lake_Wilson,2307011208,1.0
Lake_Wilson,2307011210,1.0
Lake_Wilson,2307011212,1.0
Lake_Wilson,2307011214,1.0
Lake_Wilson,2307011216,1.0
Lake_Wilson,2307011218,1.0
Lake_Wilson,2307011220,1.0
Lake_Wilson,2307011222,1.0
Lake_Wilson,2307011900,1.0
Lake_Wilson,2307011902,1.0
Lake_Wilson,2307011904,1.0
Lake_Wilson,2307011906,1.0
Lake_Wilson,2307011908,1.0
Lake_Wilson,2307011910,1.0
Lake_Wilson,2307011912,1.0
Lake_Wilson,2307011914,1.0
Lake_Wilson,2307011916,1.0
Lake_Wilson,2307011918,1.0
Lake_Wilson,2307011920,1.0
Lake_Wilson,2307011922,1.0
Lake_Wilson,2307021200,1.0
Lake_Wilson,2307021202,1.0
Lake_Wilson,2307021204,1.0
Lake_Wilson,2307021206,1.0
Lake_Wilson,2307021208,1.0
Lake_Wilson,2307021210,1.0
Lake_Wilson,2307021212,1.0
Lake_Wilson,2307021214,1.0
Lake_Wilson,2307021216,1.0
Lake_Wilson,2307021218,1.0
Lake_Wilson,2307021220,1.0
Lake_Wilson,2307021222,1.0
Lake_Wilson,2307050200,1.0
Lake_Wilson,2307050202,1.0
Lake_Wilson,2307050204,1.0
Lake_Wilson,2307050206,1.0
Lake_Wilson,2307050208,1.0
Lake_Wilson,2307050210,1.0
Lake_Wilson,2307050212,1.0
Lake_Wilson,2307050214,1.0
Lake_Wilson,2307050216,1.0
Lake_Wilson,2307050218,1.0
Lake_Wilson,2307050220,1.0
Lake_Wilson,2307050222,1.0
Lake_Wilson,2307092200,1.0
Lake_Wilson,2307092202,1.0
Lake_Wilson,2307092204,1.0
Lake_Wilson,2307092206,1.0
Lake_Wilson,2307092208,1.0
Lake_Wilson,2307092210,1.0
Lake_Wilson,2307092212,1.0
Lake_Wilson,2307092214,1.0
Lake_Wilson,2307092216,1.0
Lake_Wilson,2307092218,1.0
Lake_Wilson,2307092220,1.0
Lake_Wilson,2307092222,1.0
Lake_Wilson,2307102700,1.0
Lake_Wilson,2307102702,1.0
Lake_Wilson,2307102704,1.0
Lake_Wilson,2307102706,1.0
Lake_Wilson,2307102708,1.0
Lake_Wilson,2307102710,1.0
Lake_Wilson,2307102712,1.0
Lake_Wilson,2307102714,1.0
Lake_Wilson,2307102716,1.0
Lake_Wilson,2307102718,1.0
Lake_Wilson,2307102720,1.0
Lake_Wilson,2307102722,1.0
Lake_Wilson,2307121500,1.0
Lake_Wilson,2307121502,1.0
Lake_Wilson,2307121504,1.0
Lake_Wilson,2307121506,1.0
Lake_Wilson,2307121508,1.0
Lake_Wilson,2307121510,1.0
Lake_Wilson,2307121512,1.0
Lake_Wilson,2307121514,1.0
Lake_Wilson,2307121516,1.0
Lake_Wilson,2307121518,1.0
Lake_Wilson,2307121520,1.0
Lake_Wilson,2307121522,1.0
Lake_Wilson,2308022000,1.0
Lake_Wilson,2308022002,1.0
Lake_Wilson,2308022004,1.0
Lake_Wilson,2308022006,1.0
Lake_Wilson,2308022008,1.0
Lake_Wilson,2308022010,1.0
Lake_Wilson,2308022012,1.0
Lake_Wilson,2308022014,1.0
Lake_Wilson,2308022016,1.0
Lake_Wilson,2308022018,1.0
Lake_Wilson,2308022020,1.0
Lake_Wilson,2308022022,1.0
Lake_Wilson,2308041000,1.0
Lake_Wilson,2308041002,1.0
Lake_Wilson,2308041004,1.0
Lake_Wilson,2308041006,1.0
Lake_Wilson,2308041008,1.0
Lake_Wilson,2308041010,1.0
Lake_Wilson,2308041012,1.0
Lake_Wilson,2308041014,1.0
Lake_Wilson,2308041016,1.0
Lake_Wilson,2308041018,1.0
Lake_Wilson,2308041020,1.0
Lake_Wilson,2308041022,1.0
Lake_Wilson,2308061700,1.0
Lake_Wilson,2308061702,1.0
Lake_Wilson,2308061704,1.0
Lake_Wilson,2308061706,1.0
Lake_Wilson,2308061708,1.0
Lake_Wilson,2308061710,1.0
Lake_Wilson,2308061712,1.0
Lake_Wilson,2308061714,1.0
Lake_Wilson,2308061716,1.0
Lake_Wilson,2308061718,1.0
Lake_Wilson,2308061720,1.0
Lake_Wilson,2308061722,1.0
Lake_Wilson,2308081800,1.0
Lake_Wilson,2308081802,1.0
Lake_Wilson,2308081804,1.0
Lake_Wilson,2308081806,1.0
Lake_Wilson,2308081808,1.0
Lake_Wilson,2308081810,1.0
Lake_Wilson,2308081812,1.0
Lake_Wilson,2308081814,1.0
Lake_Wilson,2308081816,1.0
Lake_Wilson,2308081818,1.0
Lake_Wilson,2308081820,1.0
Lake_Wilson,2308081822,1.0
Lake_Wilson,2308091000,1.0
Lake_Wilson,2308091002,1.0
Lake_Wilson,2308091004,1.0
Lake_Wilson,2308091006,1.0
Lake_Wilson,2308091008,1.0
Lake_Wilson,2308091010,1.0
Lake_Wilson,2308091012,1.0
Lake_Wilson,2308091014,1.0
Lake_Wilson,2308091016,1.0
Lake_Wilson,2308091018,1.0
Lake_Wilson,2308091020,1.0
Lake_Wilson,2308091022,1.0
Lake_Wilson,2308112200,1.0
Lake_Wilson,2308112202,1.0
Lake_Wilson,2308112204,1.0
Lake_Wilson,2308112206,1.0
Lake_Wilson,2308112208,1.0
Lake_Wilson,2308112210,1.0
Lake_Wilson,2308112212,1.0
Lake_Wilson,2308112214,1.0
Lake_Wilson,2308112216,1.0
Lake_Wilson,2308112218,1.0
Lake_Wilson,2308112220,1.0
Lake_Wilson,2308112222,1.0
Lake_Wilson,2507011200,1.0
Lake_Wilson,2507011202,1.0
Lake_Wilson,2507011204,1.0
Lake_Wilson,2507011206,1.0
Lake_Wilson,2507011208,1.0
Lake_Wilson,2507011210,1.0
Lake_Wilson,2507011212,1.0
Lake_Wilson,2507011214,1.0
Lake_Wilson,2507011216,1.0
Lake_Wilson,2507011218,1.0
Lake_Wilson,2507011220,1.0
Lake_Wilson,2507011222,1.0
Lake_Wilson,2507011900,1.0
Lake_Wilson,2507011902,1.0
Lake_Wilson,2507011904,1.0
Lake_Wilson,2507011906,1.0
Lake_Wilson,2507011908,1.0
Lake_Wilson,2507011910,1.0
Lake_Wilson,2507011912,1.0
Lake_Wilson,2507011914,1.0
Lake_Wilson,2507011916,1.0
Lake_Wilson,2507011918,1.0
Lake_Wilson,2507011920,1.0
Lake_Wilson,2507011922,1.0
Lake_Wilson,2507021200,1.0
Lake_Wilson,2507021202,1.0
Lake_Wilson,2507021204,1.0
Lake_Wilson,2507021206,1.0
Lake_Wilson,2507021208,1.0
Lake_Wilson,2507021210,1.0
Lake_Wilson,2507021212,1.0
Lake_Wilson,2507021214,1.0
Lake_Wilson,2507021216,1.0
Lake_Wilson,2507021218,1.0
Lake_Wilson,2507021220,1.0
Lake_Wilson,2507021222,1.0
Lake_Wilson,2507050200,1.0
Lake_Wilson,2507050202,1.0
Lake_Wilson,2507050204,1.0
Lake_Wilson,2507050206,1.0
Lake_Wilson,2507050208,1.0
Lake_Wilson,2507050210,1.0
Lake_Wilson,2507050212,1.0
Lake_Wilson,2507050214,1.0
Lake_Wilson,2507050216,1.0
Lake_Wilson,2507050218,1.0
Lake_Wilson,2507050220,1.0
Lake_Wilson,2507050222,1.0
Lake_Wilson,2507092200,1.0
Lake_Wilson,2507092202,1.0
Lake_Wilson,2507092204,1.0
Lake_Wilson,2507092206,1.0
Lake_Wilson,2507092208,1.0
Lake_Wilson,2507092210,1.0
Lake_Wilson,2507092212,1.0
Lake_Wilson,2507092214,1.0
Lake_Wilson,2507092216,1.0
Lake_Wilson,2507092218,1.0
Lake_Wilson,2507092220,1.0
Lake_Wilson,2507092222,1.0
Lake_Wilson,2507102700,1.0
Lake_Wilson,2507102702,1.0
Lake_Wilson,2507102704,1.0
Lake_Wilson,2507102706,1.0
Lake_Wilson,2507102708,1.0
Lake_Wilson,2507102710,1.0
Lake_Wilson,2507102712,1.0
Lake_Wilson,2507102714,1.0
Lake_Wilson,2507102716,1.0
Lake_Wilson,2507102718,1.0
Lake_Wilson,2507102720,1.0
Lake_Wilson,2507102722,1.0
Lake_Wilson,2507121500,1.0
Lake_Wilson,2507121502,1.0
Lake_Wilson,2507121504,1.0
Lake_Wilson,2507121506,1.0
Lake_Wilson,2507121508,1.0
Lake_Wilson,2507121510,1.0
Lake_Wilson,2507121512,1.0
Lake_Wilson,2507121514,1.0
Lake_Wilson,2507121516,1.0
Lake_Wilson,2507121518,1.0
Lake_Wilson,2507121520,1.0
Lake_Wilson,2507121522,1.0
Lake_Wilson,2508022000,1.0
Lake_Wilson,2508022002,1.0
Lake_Wilson,2508022004,1.0
Lake_Wilson,2508022006,1.0
Lake_Wilson,2508022008,1.0
Lake_Wilson,2508022010,1.0
Lake_Wilson,2508022012,1.0
Lake_Wilson,2508022014,1.0
Lake_Wilson,2508022016,1.0
Lake_Wilson,2508022018,1.0
Lake_Wilson,2508022020,1.0
Lake_Wilson,2508022022,1.0
Lake_Wilson,2508041000,1.0
Lake_Wilson,2508041002,1.0
Lake_Wilson,2508041004,1.0
Lake_Wilson,2508041006,1.0
Lake_Wilson,2508041008,1.0
Lake_Wilson,2508041010,1.0
Lake_Wilson,2508041012,1.0
Lake_Wilson,2508041014,1.0
Lake_Wilson,2508041016,1.0
Lake_Wilson,2508041018,1.0
Lake_Wilson,2508041020,1.0
Lake_Wilson,2508041022,1.0
Lake_Wilson,2508061700,1.0
Lake_Wilson,2508061702,1.0
Lake_Wilson,2508061704,1.0
Lake_Wilson,2508061706,1.0
Lake_Wilson,2508061708,1.0
Lake_Wilson,2508061710,1.0
Lake_Wilson,2508061712,1.0
Lake_Wilson,2508061714,1.0
Lake_Wilson,2508061716,1.0
Lake_Wilson,2508061718,1.0
Lake_Wilson,2508061720,1.0
Lake_Wilson,2508061722,1.0
Lake_Wilson,2508081800,1.0
Lake_Wilson,2508081802,1.0
Lake_Wilson,2508081804,1.0
Lake_Wilson,2508081806,1.0
Lake_Wilson,2508081808,1.0
Lake_Wilson,2508081810,1.0
Lake_Wilson,2508081812,1.0
Lake_Wilson,2508081814,1.0
Lake_Wilson,2508081816,1.0
Lake_Wilson,2508081818,1.0
Lake_Wilson,2508081820,1.0
Lake_Wilson,2508081822,1.0
Lake_Wilson,2508091000,1.0
Lake_Wilson,2508091002,1.0
Lake_Wilson,2508091004,1.0
Lake_Wilson,2508091006,1.0
Lake_Wilson,2508091008,1.0
Lake_Wilson,2508091010,1.0
Lake_Wilson,2508091012,1.0
Lake_Wilson,2508091014,1.0
Lake_Wilson,2508091016,1.0
Lake_Wilson,2508091018,1.0
Lake_Wilson,2508091020,1.0
Lake_Wilson,2508091022,1.0
Lake_Wilson,2508112200,1.0
Lake_Wilson,2508112202,1.0
Lake_Wilson,2508112204,1.0
Lake_Wilson,2508112206,1.0
Lake_Wilson,2508112208,1.0
Lake_Wilson,2508112210,1.0
Lake_Wilson,2508112212,1.0
Lake_Wilson,2508112214,1.0
Lake_Wilson,2508112216,1.0
Lake_Wilson,2508112218,1.0
Lake_Wilson,2508112220,1.0
Lake_Wilson,2508112222,1.0
Lake_Wilson,3007011200,1.0
Lake_Wilson,3007011202,1.0
Lake_Wilson,3007011204,1.0
Lake_Wilson,3007011206,1.0
Lake_Wilson,3007011208,1.0
Lake_Wilson,3007011210,1.0
Lake_Wilson,3007011212,1.0
Lake_Wilson,3007011214,1.0
Lake_Wilson,3007011216,1.0
Lake_Wilson,3007011218,1.0
Lake_Wilson,3007011220,1.0
Lake_Wilson,3007011222,1.0
Lake_Wilson,3007011900,1.0
Lake_Wilson,3007011902,1.0
Lake_Wilson,3007011904,1.0
Lake_Wilson,3007011906,1.0
Lake_Wilson,3007011908,1.0
Lake_Wilson,3007011910,1.0
Lake_Wilson,3007011912,1.0
Lake_Wilson,3007011914,1.0
Lake_Wilson,3007011916,1.0
Lake_Wilson,3007011918,1.0
Lake_Wilson,3007011920,1.0
Lake_Wilson,3007011922,1.0
Lake_Wilson,3007021200,1.0
Lake_Wilson,3007021202,1.0
Lake_Wilson,3007021204,1.0
Lake_Wilson,3007021206,1.0
Lake_Wilson,3007021208,1.0
Lake_Wilson,3007021210,1.0
Lake_Wilson,3007021212,1.0
Lake_Wilson,3007021214,1.0
Lake_Wilson,3007021216,1.0
Lake_Wilson,3007021218,1.0
Lake_Wilson,3007021220,1.0
Lake_Wilson,3007021222,1.0
Lake_Wilson,3007050200,1.0
Lake_Wilson,3007050202,1.0
Lake_Wilson,3007050204,1.0
Lake_Wilson,3007050206,1.0
Lake_Wilson,3007050208,1.0
Lake_Wilson,3007050210,1.0
Lake_Wilson,3007050212,1.0
Lake_Wilson,3007050214,1.0
Lake_Wilson,3007050216,1.0
Lake_Wilson,3007050218,1.0
Lake_Wilson,3007050220,1.0
Lake_Wilson,3007050222,1.0
Lake_Wilson,3007092200,1.0
Lake_Wilson,3007092202,1.0
Lake_Wilson,3007092204,1.0
Lake_Wilson,3007092206,1.0
Lake_Wilson,3007092208,1.0
Lake_Wilson,3007092210,1.0
Lake_Wilson,3007092212,1.0
Lake_Wilson,3007092214,1.0
Lake_Wilson,3007092216,1.0
Lake_Wilson,3007092218,1.0
Lake_Wilson,3007092220,1.0
Lake_Wilson,3007092222,1.0
Lake_Wilson,3007102700,1.0
Lake_Wilson,3007102702,1.0
Lake_Wilson,3007102704,1.0
Lake_Wilson,3007102706,1.0
Lake_Wilson,3007102708,1.0
Lake_Wilson,3007102710,1.0
Lake_Wilson,3007102712,1.0
Lake_Wilson,3007102714,1.0
Lake_Wilson,3007102716,1.0
Lake_Wilson,3007102718,1.0
Lake_Wilson,3007102720,1.0
Lake_Wilson,3007102722,1.0
Lake_Wilson,3007121500,1.0
Lake_Wilson,3007121502,1.0
Lake_Wilson,3007121504,1.0
Lake_Wilson,3007121506,1.0
Lake_Wilson,3007121508,1.0
Lake_Wilson,3007121510,1.0
Lake_Wilson,3007121512,1.0
Lake_Wilson,3007121514,1.0
Lake_Wilson,3007121516,1.0
Lake_Wilson,3007121518,1.0
Lake_Wilson,3007121520,1.0
Lake_Wilson,3007121522,1.0
Lake_Wilson,3008022000,1.0
Lake_Wilson,3008022002,1.0
Lake_Wilson,3008022004,1.0
Lake_Wilson,3008022006,1.0
Lake_Wilson,3008022008,1.0
Lake_Wilson,3008022010,1.0
Lake_Wilson,3008022012,1.0
Lake_Wilson,3008022014,1.0
Lake_Wilson,3008022016,1.0
Lake_Wilson,3008022018,1.0
Lake_Wilson,3008022020,1.0
Lake_Wilson,3008022022,1.0
Lake_Wilson,3008041000,1.0
Lake_Wilson,3008041002,1.0
Lake_Wilson,3008041004,1.0
Lake_Wilson,3008041006,1.0
Lake_Wilson,3008041008,1.0
Lake_Wilson,3008041010,1.0
Lake_Wilson,3008041012,1.0
Lake_Wilson,3008041014,1.0
Lake_Wilson,3008041016,1.0
Lake_Wilson,3008041018,1.0
Lake_Wilson,3008041020,1.0
Lake_Wilson,3008041022,1.0
Lake_Wilson,3008061700,1.0
Lake_Wilson,3008061702,1.0
Lake_Wilson,3008061704,1.0
Lake_Wilson,3008061706,1.0
Lake_Wilson,3008061708,1.0
Lake_Wilson,3008061710,1.0
Lake_Wilson,3008061712,1.0
Lake_Wilson,3008061714,1.0
Lake_Wilson,3008061716,1.0
Lake_Wilson,3008061718,1.0
Lake_Wilson,3008061720,1.0
Lake_Wilson,3008061722,1.0
Lake_Wilson,3008081800,1.0
Lake_Wilson,3008081802,1.0
Lake_Wilson,3008081804,1.0
Lake_Wilson,3008081806,1.0
Lake_Wilson,3008081808,1.0
Lake_Wilson,3008081810,1.0
Lake_Wilson,3008081812,1.0
Lake_Wilson,3008081814,1.0
Lake_Wilson,3008081816,1.0
Lake_Wilson,3008081818,1.0
Lake_Wilson,3008081820,1.0
Lake_Wilson,3008081822,1.0
Lake_Wilson,3008091000,1.0
Lake_Wilson,3008091002,1.0
Lake_Wilson,3008091004,1.0
Lake_Wilson,3008091006,1.0
Lake_Wilson,3008091008,1.0
Lake_Wilson,3008091010,1.0
Lake_Wilson,3008091012,1.0
Lake_Wilson,3008091014,1.0
Lake_Wilson,3008091016,1.0
Lake_Wilson,3008091018,1.0
Lake_Wilson,3008091020,1.0
Lake_Wilson,3008091022,1.0
Lake_Wilson,3008112200,1.0
Lake_Wilson,3008112202,1.0
Lake_Wilson,3008112204,1.0
Lake_Wilson,3008112206,1.0
Lake_Wilson,3008112208,1.0
Lake_Wilson,3008112210,1.0
Lake_Wilson,3008112212,1.0
Lake_Wilson,3008112214,1.0
Lake_Wilson,3008112216,1.0
Lake_Wilson,3008112218,1.0
